speaker,word,plt_vclass,year,age,dob,frequency,dur,F1_n,F2_n,Diag
PH00-1-2-,cane,ey,2000,52,1948,8.33,0.2,-0.286489903782787,1.45264479191765,1.73913469570044
PH00-1-2-,make,ey,2000,52,1948,1387.75,0.12,-0.290243704172485,0.923223624978819,1.2134673291513
PH00-1-2-,safety,ey,2000,52,1948,32.33,0.13,-0.883969799143034,0.807822224282644,1.69179202342568
PH00-1-2-,participation,ey,2000,52,1948,1.98,0.12,-0.537994529892546,1.51310409148556,2.05109862137811
PH00-1-2-,place,ey,2000,52,1948,602.67,0.081,-0.508589760173246,0.356561368572302,0.865151128745548
PH00-1-2-,saint,ey,2000,52,1948,17.92,0.119,-0.375329846338971,0.822764636723384,1.19809448306236
PH00-1-2-,stay,ey,2000,52,1948,515.65,0.15,-0.629337006041861,0.880005570534834,1.5093425765767
PH00-1-2-,became,ey,2000,52,1948,47.75,0.05,-0.138840421788003,1.52597755451143,1.66481797629943
PH00-1-2-,table,ey,2000,52,1948,105.63,0.14,0.0432188971123444,1.16942860534855,1.12620970823621
PH00-1-2-,potatoes,ey,2000,52,1948,11.1,0.14,-0.288992437375919,0.928740823418477,1.2177332607944
